name,optim,size,time,bandwidth
naive,0,12,0.081877,1639260451.653089
naive,0,12,0.082657,1623791427.223345
naive,0,12,0.082927,1618504564.255309
naive,0,12,0.084201,1594015843.042244
naive,0,12,0.082750,1621966501.510574
naive,0,12,0.082301,1630815275.634561
naive,0,12,0.083186,1613465342.725940
naive,0,12,0.084564,1587173359.822146
naive,0,12,0.087759,1529389897.332467
naive,0,13,0.533897,1005570197.996992
naive,0,13,0.440948,1217537922.838974
naive,0,13,0.445110,1206153337.377278
naive,0,13,0.446441,1202557363.682995
naive,0,13,0.426757,1258024852.550749
naive,0,13,0.434420,1235833782.975001
naive,0,13,0.427180,1256779137.600075
naive,0,13,0.422372,1271085469.680755
naive,0,13,0.434617,1235273613.319313
naive,0,13,0.439858,1220555070.045333
naive,0,13,0.455695,1178136499.193539
naive,0,13,0.437005,1228523499.731124
naive,0,13,0.422934,1269396435.377624
naive,0,13,0.428519,1252852060.235369
naive,0,13,0.420143,1277829005.838488
naive,0,13,0.439172,1222461614.128405
naive,0,13,0.418650,1282386031.291054
naive,0,13,0.425166,1262732466.848243
naive,0,13,0.461673,1162881329.425806
naive,0,13,0.512272,1048019239.778868
naive,0,13,0.620207,865631816.474177
naive,0,13,0.468070,1146988510.265559
naive,0,13,0.451296,1189620364.461462
naive,0,13,0.506773,1059391309.323898
naive,0,13,0.422246,1271464766.984175
naive,0,13,0.438158,1225290675.966204
naive,0,13,0.445900,1204016398.295582
naive,0,13,0.466472,1150917765.696548
naive,0,13,0.430683,1246557008.286838
naive,0,13,0.447811,1198878348.231732
naive,0,13,0.465640,1152974211.837471
naive,0,13,0.565326,949666054.630426
naive,0,13,0.428826,1251955133.317476
naive,0,13,0.454967,1180021654.317786
naive,0,13,0.483126,1111244089.533579
naive,0,13,0.438783,1223545378.923067
naive,0,13,0.557429,963119808.980157
naive,0,13,0.442179,1214148369.777850
naive,0,13,0.447099,1200787548.171658
naive,0,13,0.504727,1063685739.023274
naive,0,13,0.441605,1215726524.835543
naive,0,13,0.449924,1193247997.439568
naive,0,13,0.437017,1228489765.844349
naive,0,13,0.425840,1260733871.876761
naive,0,13,0.486727,1103022663.628687
naive,0,13,0.517760,1036910754.017305
naive,0,13,0.632251,849142052.760692
naive,0,13,0.671179,799892296.987838
naive,0,13,0.584699,918200496.323750
naive,0,13,0.439561,1221379767.540797
naive,0,14,2.419403,887608905.172061
naive,0,14,2.246871,955766329.264119
naive,0,14,1.964145,1093342725.715260
naive,0,14,2.085411,1029765186.814494
naive,0,14,1.931873,1111607050.774042
naive,0,14,2.156761,995698479.340085
naive,0,14,1.934400,1110154904.880066
naive,0,14,2.121731,1012137565.035341
naive,0,14,2.406802,892256050.975527
naive,0,14,1.779592,1206728085.988249
naive,0,14,1.814418,1183566106.597267
naive,0,14,1.961540,1094794726.592371
naive,0,14,2.170507,989392638.678429
naive,0,14,1.886695,1138225122.767591
naive,0,14,2.076403,1034232587.797263
naive,0,14,2.241535,958041542.068270
naive,0,14,1.691457,1269605817.942756
naive,0,14,1.685758,1273897942.646572
naive,0,14,1.806555,1188717558.004046
naive,0,14,1.679555,1278602753.705595
naive,0,14,2.099322,1022941524.930430
naive,0,14,1.822989,1178001429.520420
naive,0,14,2.282710,940760608.224435
naive,0,14,1.686380,1273428081.452579
naive,0,14,1.708896,1256649701.327641
naive,0,14,1.863083,1152650551.800430
naive,0,14,1.708337,1257060900.747335
naive,0,14,1.786824,1201843968.963927
naive,0,14,1.700793,1262636692.413480
naive,0,14,2.178124,985932687.027919
naive,0,14,2.009213,1068818312.443728
naive,0,14,1.896757,1132187016.048972
naive,0,14,2.172843,988328953.357422
naive,0,14,1.932437,1111282617.751575
naive,0,14,2.228202,963774221.547239
naive,0,14,1.887731,1137600456.844752
naive,0,14,2.094655,1025220691.712955
naive,0,14,2.270143,945968446.921626
naive,0,14,1.990118,1079073526.293416
naive,0,14,2.054396,1045311443.363402
naive,0,14,1.961267,1094947117.348122
naive,0,14,1.807302,1188226233.357790
naive,0,14,1.736491,1236679975.882397
naive,0,14,1.817230,1181734644.486389
naive,0,14,2.048798,1048167583.138992
naive,0,14,2.264017,948528057.872357
naive,0,14,2.199559,976324639.620942
naive,0,14,2.066475,1039201368.514015
naive,0,14,2.041253,1052041882.118483
naive,0,14,1.840870,1166559098.687034
naive,1,8,0.000083,6316722891.566265
naive,1,8,0.000108,4854518518.518518
naive,1,8,0.000105,4993219047.619047
naive,1,8,0.000087,6026298850.574713
naive,1,8,0.000087,6026298850.574713
naive,1,8,0.000086,6096372093.023255
naive,1,8,0.000086,6096372093.023255
naive,1,8,0.000074,7084972972.972973
naive,1,8,0.000074,7084972972.972973
naive,1,8,0.000076,6898526315.789474
naive,1,8,0.000064,8192000000.000000
naive,1,8,0.000064,8192000000.000000
naive,1,8,0.000063,8322031746.031746
naive,1,8,0.000056,9362285714.285715
naive,1,8,0.000055,9532509090.909090
naive,1,8,0.000056,9362285714.285715
naive,1,8,0.000057,9198035087.719297
naive,1,8,0.000051,10280156862.745098
naive,1,8,0.000051,10280156862.745098
naive,1,8,0.000051,10280156862.745098
naive,1,8,0.000049,10699755102.040817
naive,1,8,0.000046,11397565217.391304
naive,1,8,0.000047,11155063829.787235
naive,1,8,0.000056,9362285714.285715
naive,1,8,0.000043,12192744186.046511
naive,1,8,0.000045,11650844444.444445
naive,1,8,0.000042,12483047619.047619
naive,1,8,0.000044,11915636363.636364
naive,1,8,0.000040,13107199999.999998
naive,1,8,0.000040,13107199999.999998
naive,1,8,0.000040,13107199999.999998
naive,1,8,0.000039,13443282051.282051
naive,1,8,0.000039,13443282051.282051
naive,1,8,0.000038,13797052631.578947
naive,1,8,0.000041,12787512195.121950
naive,1,8,0.000038,13797052631.578947
naive,1,8,0.000037,14169945945.945946
naive,1,8,0.000037,14169945945.945946
naive,1,8,0.000036,14563555555.555555
naive,1,8,0.000037,14169945945.945946
naive,1,8,0.000036,14563555555.555555
naive,1,8,0.000036,14563555555.555555
naive,1,8,0.000036,14563555555.555555
naive,1,8,0.000036,14563555555.555555
naive,1,8,0.000035,14979657142.857143
naive,1,8,0.000036,14563555555.555555
naive,1,8,0.000035,14979657142.857143
naive,1,8,0.000035,14979657142.857143
naive,1,8,0.000035,14979657142.857143
naive,1,8,0.000034,15420235294.117647
naive,1,9,0.000469,4471539445.628998
naive,1,9,0.000480,4369066666.666667
naive,1,9,0.000471,4452552016.985138
naive,1,9,0.000469,4471539445.628998
naive,1,9,0.000469,4471539445.628998
naive,1,9,0.000481,4359983367.983368
naive,1,9,0.000470,4462025531.914894
naive,1,9,0.000469,4471539445.628998
naive,1,9,0.000483,4341929606.625259
naive,1,9,0.000467,4490689507.494646
naive,1,9,0.000485,4324024742.268041
naive,1,9,0.000480,4369066666.666667
naive,1,9,0.000469,4471539445.628998
naive,1,9,0.000473,4433725158.562367
naive,1,9,0.000485,4324024742.268041
naive,1,9,0.000483,4341929606.625259
naive,1,9,0.000470,4462025531.914894
naive,1,9,0.000471,4452552016.985138
