0.001188,451911548928.000000,gpu_tiled
0.001185,453055643648.000000,gpu_tiled
0.001190,451152019456.000000,gpu_tiled
0.001190,451152019456.000000,gpu_tiled
0.001186,452673634304.000000,gpu_tiled
0.001195,449264353280.000000,gpu_tiled
0.001113,482363801600.000000,gpu_tiled
0.001188,451911548928.000000,gpu_tiled
0.001196,448888700928.000000,gpu_tiled
0.001191,450773221376.000000,gpu_tiled
0.001192,450395045888.000000,gpu_tiled
0.001196,448888700928.000000,gpu_tiled
0.001189,451531472896.000000,gpu_tiled
0.001197,448513703936.000000,gpu_tiled
0.001191,450773221376.000000,gpu_tiled
0.001200,447392415744.000000,gpu_tiled
0.001195,449264353280.000000,gpu_tiled
0.001189,451531472896.000000,gpu_tiled
0.001197,448513703936.000000,gpu_tiled
0.001196,448888700928.000000,gpu_tiled
0.001196,448888700928.000000,gpu_tiled
0.001198,448139296768.000000,gpu_tiled
0.001125,477218603008.000000,gpu_tiled
0.001194,449640628224.000000,gpu_tiled
0.001190,451152019456.000000,gpu_tiled
0.001193,450017525760.000000,gpu_tiled
0.001191,450773221376.000000,gpu_tiled
0.001193,450017525760.000000,gpu_tiled
0.001191,450773221376.000000,gpu_tiled
0.001196,448888700928.000000,gpu_tiled
0.001198,448139296768.000000,gpu_tiled
0.001199,447765544960.000000,gpu_tiled
0.001194,449640628224.000000,gpu_tiled
0.001190,451152019456.000000,gpu_tiled
0.001193,450017525760.000000,gpu_tiled
0.001190,451152019456.000000,gpu_tiled
0.001192,450395045888.000000,gpu_tiled
0.001193,450017525760.000000,gpu_tiled
0.001133,473849004032.000000,gpu_tiled
0.001185,453055643648.000000,gpu_tiled
0.001186,452673634304.000000,gpu_tiled
0.001194,449640628224.000000,gpu_tiled
0.001195,449264353280.000000,gpu_tiled
0.001187,452292280320.000000,gpu_tiled
0.001186,452673634304.000000,gpu_tiled
0.001196,448888700928.000000,gpu_tiled
0.001185,453055643648.000000,gpu_tiled
0.001188,451911548928.000000,gpu_tiled
0.001194,449640628224.000000,gpu_tiled
0.001192,450395045888.000000,gpu_tiled
