0.002335,229923291136.000000,gpu_naive
0.002356,227873898496.000000,gpu_naive
0.002343,229138251776.000000,gpu_naive
0.002353,228164435968.000000,gpu_naive
0.002338,229628264448.000000,gpu_naive
0.002352,228261445632.000000,gpu_naive
0.002343,229138251776.000000,gpu_naive
0.002353,228164435968.000000,gpu_naive
0.002347,228747739136.000000,gpu_naive
0.002350,228455710720.000000,gpu_naive
0.002333,230120407040.000000,gpu_naive
0.002356,227873898496.000000,gpu_naive
0.002363,227198861312.000000,gpu_naive
0.002356,227873898496.000000,gpu_naive
0.002355,227970662400.000000,gpu_naive
0.002349,228552966144.000000,gpu_naive
0.002345,228942823424.000000,gpu_naive
0.002358,227680616448.000000,gpu_naive
0.002353,228164435968.000000,gpu_naive
0.002354,228067508224.000000,gpu_naive
0.002347,228747739136.000000,gpu_naive
0.002360,227487678464.000000,gpu_naive
0.002358,227680616448.000000,gpu_naive
0.002351,228358537216.000000,gpu_naive
0.002354,228067508224.000000,gpu_naive
0.002350,228455710720.000000,gpu_naive
0.002341,229334024192.000000,gpu_naive
0.002356,227873898496.000000,gpu_naive
0.002363,227198861312.000000,gpu_naive
0.002357,227777216512.000000,gpu_naive
0.002346,228845240320.000000,gpu_naive
0.002361,227391324160.000000,gpu_naive
0.002354,228067508224.000000,gpu_naive
0.002340,229432016896.000000,gpu_naive
0.002357,227777216512.000000,gpu_naive
0.002348,228650303488.000000,gpu_naive
0.002346,228845240320.000000,gpu_naive
0.002344,229040504832.000000,gpu_naive
0.002355,227970662400.000000,gpu_naive
0.002357,227777216512.000000,gpu_naive
0.002373,226241445888.000000,gpu_naive
0.002339,229530091520.000000,gpu_naive
0.002352,228261445632.000000,gpu_naive
0.002354,228067508224.000000,gpu_naive
0.002345,228942823424.000000,gpu_naive
0.002283,235160289280.000000,gpu_naive
0.002364,227102752768.000000,gpu_naive
0.002359,227584098304.000000,gpu_naive
0.002347,228747739136.000000,gpu_naive
0.002354,228067508224.000000,gpu_naive
