name,optim,size,time,bandwidth
naive,1,13,0.779109,689083186.049706
naive,1,13,0.693928,773669475.795760
naive,1,13,0.642938,835027501.874209
naive,1,13,0.753415,712583253.585341
naive,1,13,0.674553,795891371.026443
naive,1,13,0.797764,672969590.004061
naive,1,13,0.709817,756351160.933029
naive,1,13,0.700929,765941931.351107
naive,1,13,0.701244,765597868.930073
naive,1,13,0.791708,678117326.084870
naive,1,13,0.660314,813053959.176998
naive,1,13,0.731991,733439225.345667
naive,1,13,0.639090,840055253.563661
naive,1,13,0.672102,798793802.131224
naive,1,13,0.650399,825448550.812655
naive,1,13,0.626319,857184457.121690
naive,1,13,0.712662,753331750.535317
naive,1,13,0.748484,717277740.071932
naive,1,13,0.694871,772619539.454086
naive,1,13,0.779771,688498177.028897
naive,1,13,0.666419,805605650.499160
naive,1,13,0.777392,690605141.292938
naive,1,13,0.730924,734509897.061801
naive,1,13,0.777502,690507435.350649
naive,1,13,0.724466,741057429.886289
naive,1,13,0.792180,677713287.384180
naive,1,13,0.611199,878389709.407247
naive,1,13,0.741890,723652983.595951
naive,1,13,0.688780,779451946.920642
naive,1,13,0.711037,755053410.722649
naive,1,13,0.688149,780166667.393253
naive,1,13,0.668393,803226413.203011
naive,1,14,3.320743,646687698.506027
naive,1,14,3.465854,619611688.201523
naive,1,14,3.568243,601832231.717403
naive,1,14,2.985446,719317531.785871
naive,1,14,3.451376,622210865.463514
naive,1,14,3.395251,632496286.136135
naive,1,14,2.875919,746712145.926224
naive,1,14,3.176997,675947647.416727
naive,1,14,3.631506,591347955.366176
naive,1,14,3.019239,711266530.407166
naive,1,14,3.148575,682049386.786086
naive,1,14,3.928518,546639635.608135
naive,1,14,3.344769,642042439.403140
naive,1,14,3.560019,603222524.374168
naive,1,14,3.528237,608656291.513297
naive,1,14,3.683808,582952110.424865
naive,1,14,3.590207,598150370.716786
naive,1,14,3.741535,573957920.479162
naive,1,14,3.714810,578087075.247455
naive,1,14,3.193704,672411609.842365
naive,1,14,3.313533,648094842.574376
naive,1,14,3.193373,672481306.756210
naive,1,14,3.223573,666181174.739955
naive,1,14,3.598824,596718163.488962
naive,1,14,3.151471,681422627.084304
naive,1,14,4.182240,513476904.242702
naive,1,14,3.403688,630928465.828830
naive,1,14,3.227146,665443598.771174
naive,1,14,3.487817,615709954.966101
naive,1,14,3.234089,664015012.573865
naive,1,14,3.643885,589339029.085715
naive,1,14,3.285016,653720909.730729
naive,1,14,4.328806,496091450.621719
naive,1,14,3.620772,593101042.540099
naive,1,14,3.760047,571132128.933495
naive,1,14,3.252365,660283716.003585
naive,1,14,2.876414,746583644.774361
naive,1,14,3.215613,667830254.449152
naive,1,14,3.425410,626927476.710817
naive,1,14,3.079402,697370349.178185
naive,1,14,3.475434,617903734.612713
naive,1,14,3.649467,588437612.396550
naive,1,14,3.706635,579362048.866425
naive,1,14,3.576171,600498032.113118
naive,1,14,3.381632,635043567.129717
naive,1,14,2.992692,717575897.553106
naive,1,14,2.977202,721309352.875619
naive,1,14,3.540054,606624545.275298
naive,1,14,4.005801,536093442.485036
naive,1,14,3.646994,588836627.644575
naive,2,8,0.000147,3566585034.013606
naive,2,8,0.000137,3826919708.029197
naive,2,8,0.000104,5041230769.230769
naive,2,8,0.000155,3382503225.806452
naive,2,8,0.000125,4194304000.000000
naive,2,8,0.000106,4946113207.547170
naive,2,8,0.000104,5041230769.230769
naive,2,8,0.000159,3297408805.031447
naive,2,8,0.000103,5090174757.281553
naive,2,8,0.000109,4809981651.376146
naive,2,8,0.000128,4096000000.000000
naive,2,8,0.000125,4194304000.000000
naive,2,8,0.000128,4096000000.000000
