2.688283,798830944.509934,cpu_naive
2.697361,796142469.621234,cpu_naive
2.533399,847668941.212971,cpu_naive
2.584954,830762809.705705,cpu_naive
2.532490,847973199.499307,cpu_naive
2.566653,836686395.862627,cpu_naive
2.625881,817814534.626664,cpu_naive
2.602627,825121559.101631,cpu_naive
2.540131,845422400.655714,cpu_naive
2.545728,843563667.446012,cpu_naive
2.563868,837595245.933098,cpu_naive
2.538471,845975253.607388,cpu_naive
2.531250,848388601.679012,cpu_naive
2.552045,841475619.748084,cpu_naive
2.570526,835425764.221019,cpu_naive
2.496760,860108159.374549,cpu_naive
2.529275,849051071.156754,cpu_naive
2.523183,851101029.136610,cpu_naive
2.531241,848391618.182544,cpu_naive
2.541860,844847335.415798,cpu_naive
2.545613,843601776.075154,cpu_naive
2.538471,845975253.607388,cpu_naive
2.544640,843924346.076459,cpu_naive
2.602477,825169116.960496,cpu_naive
2.492690,861512521.813784,cpu_naive
2.555910,840203155.823171,cpu_naive
2.559131,839145650.613431,cpu_naive
2.542287,844705435.696285,cpu_naive
2.513712,854307752.041602,cpu_naive
2.516616,853321940.256281,cpu_naive
2.510636,855354439.273555,cpu_naive
2.530735,848561247.226596,cpu_naive
2.521353,851718758.936174,cpu_naive
2.518439,852704253.706363,cpu_naive
2.563998,837552778.122292,cpu_naive
2.523090,851132400.350364,cpu_naive
2.550339,842038508.606111,cpu_naive
2.561861,838251430.503060,cpu_naive
2.501644,858428956.318325,cpu_naive
2.505974,856945701.751096,cpu_naive
2.511909,854920957.725777,cpu_naive
2.486223,863753431.610922,cpu_naive
2.513762,854290759.427504,cpu_naive
2.526313,850046549.259731,cpu_naive
2.550289,842055017.294119,cpu_naive
2.544529,843961160.592000,cpu_naive
2.559972,838869975.140353,cpu_naive
2.544758,843885213.446622,cpu_naive
2.566411,836765291.295899,cpu_naive
2.561232,838457292.428019,cpu_naive
