0.000033,15887515151.515150,cpu_oblivious
0.000031,16912516129.032257,cpu_oblivious
0.000031,16912516129.032257,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000031,16912516129.032257,cpu_oblivious
0.000031,16912516129.032257,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000031,16912516129.032257,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000031,16912516129.032257,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000033,15887515151.515150,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000035,14979657142.857143,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000033,15887515151.515150,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000065,8065969230.769232,cpu_oblivious
0.000031,16912516129.032257,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000031,16912516129.032257,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000035,14979657142.857143,cpu_oblivious
0.000034,15420235294.117647,cpu_oblivious
0.000043,12192744186.046511,cpu_oblivious
0.000035,14979657142.857143,cpu_oblivious
0.000034,15420235294.117647,cpu_oblivious
0.000034,15420235294.117647,cpu_oblivious
0.000033,15887515151.515150,cpu_oblivious
0.000034,15420235294.117647,cpu_oblivious
0.000035,14979657142.857143,cpu_oblivious
0.000031,16912516129.032257,cpu_oblivious
0.000031,16912516129.032257,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000035,14979657142.857143,cpu_oblivious
0.000034,15420235294.117647,cpu_oblivious
0.000032,16384000000.000000,cpu_oblivious
0.000035,14979657142.857143,cpu_oblivious
0.000034,15420235294.117647,cpu_oblivious
0.000035,14979657142.857143,cpu_oblivious
0.000035,14979657142.857143,cpu_oblivious
0.000034,15420235294.117647,cpu_oblivious
0.000033,15887515151.515150,cpu_oblivious
0.000035,14979657142.857143,cpu_oblivious
0.000035,14979657142.857143,cpu_oblivious
